textos,ODS_real,predicciones_regresion_logistica,predicciones_red_neuronal,predicciones_knn
"El Artículo 24.1 de la UNDRIP es ilustrativo de tal autonomía. Establece que ""los pueblos indígenas tienen derecho a sus medicinas tradicionales y a mantener sus prácticas de salud, incluida la conservación de sus plantas, animales y minerales medicinales vitales"". El proceso los ha desplazado de sus tierras y los ha alienado de sus recursos naturales.",3,3,3,3
"¿En qué países los estudiantes de alto rendimiento se sienten atraídos por la docencia? Las encuestas de docentes en servicio a menudo muestran que los maestros actuales están muy motivados por los beneficios intrínsecos de la enseñanza: trabajar con niños y ayudarlos a desarrollarse y hacer una contribución a la sociedad, mientras que los estudios que encuestan a grandes grupos de graduados sobre sus opciones de carrera muestran que la los salarios relativos de las ocupaciones de los graduados juegan un papel en sus elecciones: si los salarios de los docentes hubieran sido más altos, más ""docentes potenciales"" habrían considerado seriamente una carrera en la enseñanza. A nivel de país, los resultados indican que tanto los salarios de los docentes como la estatus social de la profesión docente se asocian positivamente con las expectativas de los estudiantes de trabajar como docentes.",4,4,4,4
"Sin embargo, en Islandia, todos los aumentos partieron de una base mucho más pequeña. Es importante tener los mismos países en el modelo para cada ola a fin de poder comparar los cambios en las estimaciones entre las oleadas de la encuesta. Italia tuvo que ser excluida porque no hay datos en el conjunto de datos de SaMip desde 2011 en adelante. Como antes, aquí se utiliza la definición de pobreza anclada: la variable dependiente es si el niño menor de 18 años vive en un hogar con ingresos disponibles equivalentes por debajo del 60 % de la mediana nacional estimada en 2008 y luego aumentada por inflación.",1,1,1,1
"El centro, ubicado en el Hospital Universitario de Dakar, también ofrece un programa de mantenimiento con metadona, servicios de tratamiento de la drogodependencia, programas de extensión y programas para el tratamiento de la infección por el VIH y la hepatitis para consumidores de drogas. Cabo Verde está poniendo a prueba una ""ventanilla única"" para drogadictos, un centro que ofrece múltiples servicios de tratamiento por abuso de drogas en un barrio vulnerable de la ciudad capital de Praia, promoviendo la implementación de un enfoque de tratamiento basado en la comunidad. En Kenia, después de que se abriera un centro de tratamiento de sustitución de opiáceos (conocido localmente como clínica de terapia médicamente asistida) en Nairobi en diciembre de 2014, se abrió un segundo centro en Malindi en febrero de 2015 y otros dos en Mombasa en septiembre de 2015.",3,3,3,3
"Las muertes por enfermedades circulatorias también representan la mayor brecha en las tasas de mortalidad entre australianos indígenas y no indígenas (22% de la brecha). Le siguen los trastornos endocrinos, metabólicos y nutricionales, en particular la diabetes, que representan el 14% de la diferencia (AIHW, 2014b). En 2006-10, las tasas de mortalidad general eran el doble. Las enfermedades circulatorias representaban la mayor brecha (27% de la brecha), seguidas de la diabetes (17%) y los cánceres (12%).",3,3,3,3
"Los aumentos en la cobertura del seguro de salud luego se estancaron, pero repuntaron después de 2008, llegando al 94,7% de la población en 2014 (ver Figura 1.7 en el Capítulo 1), logrando así prácticamente la cobertura universal de salud (UHC). En conjunto, estas expansiones permitieron que la población sin seguro se redujera del 12,4 % de la población en 2008 al 5,3 % en 2014 (Cuadro 2.1). Por otra parte, la cobertura del SEM con respecto a la población económicamente activa asalariada rondaba el 72%, mientras que entre la población económicamente activa no asalariada era del 80%. El cuadro 2.2 muestra la cobertura de aseguramiento de la población por quintil de ingreso, características sociodemográficas, por sexo y ocupación detallada.",3,3,3,3
"México ahora tiene la esperanza de vida más baja de todos los países de la OCDE. Mientras que la esperanza de vida aumentó en promedio tres años en los países de la OCDE entre 2000 y 2013 (pasando de 77,1 años a 80,4 años), aumentó solo 1,3 años en México (de 73,3 a 74,6 años). Esto significa que la brecha de longevidad entre México y otros países de la OCDE se ha ampliado de unos cuatro años a casi seis años. Entre 2000 y 2012, las tasas de sobrepeso u obesidad aumentaron del 62,3% al 71,3% de la población adulta, uno de cada tres niños también tiene sobrepeso u obesidad.",3,3,3,3
"Por ejemplo, en Asia Meridional y Sudoccidental, la población que vive con 2 dólares al día o menos aumentó de 985 millones en 1990 a 1.100 millones en 2010, lo que representa alrededor del 62% de los pobres de la región. Sin embargo, de este número, solo India representaba 834 millones de personas que vivían con menos de $ 2 en 2010. En particular, dos de los países más poblados del mundo, a saber, China e India, han podido reducir significativamente la pobreza extrema en las últimas dos décadas. El porcentaje de personas que viven en la pobreza extrema en China se redujo del 60,2% en 1990 al 11,8% en 2009.",1,1,1,1
"La amplia participación universitaria se produce a través del servicio comunitario de los estudiantes y los programas de voluntariado, por ejemplo, el programa Perach, que involucra a estudiantes de todas las instituciones de educación superior israelíes con niños de entornos socioeconómicos desfavorecidos para aumentar las aspiraciones. Los ocho programas Perach en funcionamiento en Galilea involucran a aproximadamente 1 000 estudiantes de educación superior. Las autoridades deben abordar estos desafíos en la periferia de manera integral y movilizar niveles apropiados de recursos financieros para apoyar la educación pública en todos los niveles y para todos los grupos de población. Deben establecerse objetivos medibles para las instituciones de educación superior con respecto a las tasas de matriculación y graduación de los grupos minoritarios. Deben adoptarse medidas en toda la institución para mejorar las tasas de retención de los estudiantes de primera generación. También existe la necesidad de aumentar los esfuerzos de divulgación de las instituciones de educación superior y compartir buenas prácticas entre ellas de manera sistemática.",4,4,4,4
"Dado el alcance del cambio en las prácticas docentes que requiere el nuevo currículo, Costa Rica podría encontrar valor en estándares que ofrezcan una guía más específica a los docentes en cuanto a lo que se espera en términos de conocimiento y práctica pedagógica en diferentes materias y grados, y etapas de la enseñanza. la carrera de un maestro. Los estándares de desempeño docente en Chile, por ejemplo, son ampliamente reconocidos por haber hecho una importante contribución a la profesionalización de la enseñanza en el país. Para que eso suceda, deben tomarse como un punto de referencia central para todas las políticas relacionadas (ver Figura 3.5).",4,4,4,4
"El gobierno ha adoptado una amplia gama de medidas para restringir la promoción de bebidas alcohólicas y su venta dentro y fuera del establecimiento (por ejemplo, a menores y en gasolineras). Sin embargo, en comparación con otros países de la OCDE, Francia mantiene niveles más bajos de impuestos sobre el alcohol, en particular sobre el vino (OCDE, 2015c). También cabe destacar que la fiscalidad es independiente del grado de alcohol desde 1990 (Panel B).",3,3,3,3
"Los autores agradecen a Andreas Schleicher, Dirk van Damme, Deborah Roseveare, Viktoria Kis, Benedicte Bergseng, Francesco Avvisati y Deirdre Hughes sus valiosos comentarios sobre los borradores de este informe. El género, la etnia y los factores socioeconómicos influyen mucho en estas elecciones. La orientación profesional es un bien tanto individual como social: ayuda a las personas a progresar en su aprendizaje y en su trabajo, pero también contribuye al funcionamiento eficaz de los mercados de trabajo y de aprendizaje, así como a una serie de objetivos de política social, como la movilidad social y la equidad. Esto justifica la inversión pública en actividades de orientación profesional.",4,4,4,4
"Otras dimensiones relevantes incluyen el sexo del jefe de hogar, el origen étnico (la pobreza afecta más a las personas indígenas y afrodescendientes) y la condición de discapacidad (que también está altamente correlacionada con la pobreza), entre otras. Varios de estos factores se revisan con mayor detalle en la sección C de este capítulo, que analiza los avances hacia el cumplimiento de la primera meta de los Objetivos de Desarrollo del Milenio (ODM). X * * , si!",1,1,1,1
"Además, la recopilación y el análisis sistemáticos de los resultados de la evaluación pueden proporcionar información a nivel de sistema para el desarrollo posterior de políticas para fortalecer el liderazgo en las escuelas. Un número cada vez mayor de países lleva a cabo evaluaciones para proporcionar retroalimentación e informar el desarrollo profesional. En muchos de estos casos, la evaluación puede tener consecuencias sumativas para los líderes escolares con bajo rendimiento si un líder escolar no logra mejorar después de una calificación insatisfactoria y la introducción de un plan de mejora, por ejemplo. Las formas en que se utilizan los resultados pueden diferir según el desempeño del líder escolar en la evaluación, así como el nivel y el tipo de escuela.",4,4,4,4
"Los estudios de Alemania, Japón y otros países de la OCDE informaron menos muertes por influenza y enfermedades respiratorias durante los momentos en que el desempleo era alto en lugar de bajo (Suhrcke et al., Sin embargo, la capacidad de un país para responder a los riesgos emergentes es primordial para el largo plazo). Los objetivos del sistema de salud El dramático aumento en el número de nuevos casos de VIH notificados desde 2010 en Atenas, Grecia, entre usuarios de drogas inyectables es un ejemplo de esto.",3,3,3,3
"Esto es así no sólo por la importancia de estos indicadores para identificar a los pobres, sino también porque son los indicadores más fácilmente disponibles en las encuestas realizadas en la región. Es cierto que una medición de la pobreza multidimensional más integral requiere datos sobre otros aspectos, como el estado nutricional, el estado de salud y la situación laboral de las personas (para una propuesta sobre los aspectos del bienestar que deberían capturarse en una medición de la pobreza multidimensional, véase Santos , 2013), pero esta información no está disponible para un número suficiente de países de la región. Esto significa, por un lado, que la vivienda no proporciona protección frente a diversos factores ambientales (por ejemplo, lluvia, humedad, etc.). Así, se observa que una vivienda es deficiente cuando no garantiza un aislamiento suficiente frente a los factores naturales y sociales. elementos.",1,1,1,1
"Además de la magnitud y duración del estatus de bajos ingresos, se debe prestar atención a la medida en que la pobreza es recurrente (Fourage y Layte, 2005). Cuanto mayor sea la movilidad o volatilidad de los ingresos y cuanto menor sea la duración de la pobreza, mayor será la proporción de personas que experimenten la pobreza al menos una vez durante el período informado, por lo tanto, mayor será la tasa de pobreza informada. En la República de Moldavia durante 1997-2002, una descomposición de la pobreza en componentes crónicos y transitorios reveló que la pobreza era principalmente crónica y representaba hasta el 90% de las personas clasificadas como pobres (Beegle, 2004). Es decir, a pesar de las transiciones entre los hogares en términos de rango, es probable que una fracción muy grande de los pobres en cualquier año siga siendo pobre en el próximo período.",1,1,1,1
"Si bien el Departamento de Educación de Northern Cape ha expresado su compromiso de diseñar un plan de estudios y materiales que incorporen los idiomas y la cultura san, la persistente falta de financiación y las dificultades logísticas han retrasado este proceso. Como resultado de décadas de persecución lingüística durante la era del apartheid en Sudáfrica, la mayoría de los san y khoe actualmente hablan afrikáans como primer idioma, y ​​solo unos pocos ancianos todavía hablan su lengua materna. Por lo tanto, para estos grupos, la educación en la lengua materna es más una cuestión de restauración del idioma que de pedagogía eficaz, aunque sigue siendo un aspecto crucial del desarrollo comunitario. Al mismo tiempo, el desempeño en la educación primaria y secundaria está cayendo dramáticamente.",4,4,4,4
"Los autores enfatizaron específicamente la importancia de centrarse más en el aprendizaje y menos en las pruebas, y afirmaron que el nuevo programa de evaluación podría verse como una forma de hacer esto, dando a Noruega un nuevo comienzo después de la introducción de las pruebas nacionales, que creían era parte de un sistema anticuado. En un artículo en Fredrikstad Blad (24 de agosto de 2012), los periodistas describieron dos escuelas que enviaron a sus maestros a Dublín como parte del programa AfL para estudiar cómo los estudiantes irlandeses trabajan con AfL. En un artículo en Bedre Skole se presentaron tres escuelas que trabajan en el proyecto Better Assessment y se entrevistó a maestros, estudiantes y líderes escolares sobre sus experiencias. El mensaje fue positivo en general. Se citó a un estudiante de 14 años diciendo: ""Es mucho más fácil estudiar para los exámenes cuando sabemos lo que habrá en el examen y también conocemos los criterios para cada grado"" (Ruud, 2009, p. 15) .",4,4,4,4
"Los profesores crean mayores conexiones con la comunidad en general y con los ancianos, y explicitan cómo lo que se está aprendiendo influye en uno mismo, en la familia, en la comunidad y en la tierra. Los profesores son activadores, mientras que los alumnos participan activamente en el diseño, la aplicación y la medición de las experiencias de aprendizaje. Las asociaciones gozan de un alto grado de equidad, transparencia, beneficio mutuo y responsabilidad. ",4,4,4,4
"Sin embargo, las personas más aisladas y pertenecientes al grupo socioeconómico más rico también tienen una percepción de exclusión desproporcionadamente alta. Así, situaciones objetivas de aislamiento social que han sido mencionadas en la literatura como factores que disminuyen las capacidades para enfrentar la crisis entre los grupos de población más pobres e inciden en la reproducción de la pobreza, fortalecerían el efecto de la privación relativa. Esto se expresa en sentimientos psicológicamente negativos, pero.",1,1,1,1
"La legislación, que modifica la Ley de Drogas y Sustancias Controladas, establece criterios específicos que deben cumplir los solicitantes de una exención por actividades que involucren sustancias ilícitas en un ""sitio de consumo supervisado"" para que la solicitud de exención sea considerada por el Ministerio. de salud. Actualmente, Canadá tiene un sitio de consumo supervisado, pero Health Canada ha recibido solicitudes adicionales para el establecimiento de salas de consumo de drogas y actualmente están bajo consideración. En junio de 2015, la Corte Suprema de Canadá emitió su sentencia en el caso R. v. Smith relacionado con la definición de ""marihuana"" en el programa de cannabis medicinal del país que, hasta ese momento, limitaba el uso legal de cannabis. a ""hierba secaâ€.",3,3,3,3
"Desde 2006, las escuelas y los profesores también están obligados a elaborar planes individuales para cada alumno como herramienta para supervisar y mejorar sistemáticamente los resultados de aprendizaje de los estudiantes. Los profesores tienen que establecer un plan de aprendizaje para cada uno de sus alumnos, en el que se describa el nivel de rendimiento actual del estudiante y se especifiquen las áreas en las que el alumno, los padres y el profesor se centrarán en los próximos meses. Los planes de aprendizaje de los alumnos deben compartirse con los padres al menos una vez al año.",4,4,4,4
"El valor de los modelos de pronóstico no radica en su capacidad para ""predecir"" el futuro, una tarea que ningún modelo a mediano o largo plazo podría lograr de manera realista. De hecho, si los modelos basados ​​en las tendencias actuales predijeran con precisión el futuro, podría indicar una falta de innovación o desarrollo de políticas. Como afirma un informe reciente del Ministerio de Salud y Asuntos Sociales de Suecia, ""Los pronósticos efectivos cambian el futuro, lo que significa que prueban, y tienen que probar, que están equivocados"" (Ministerio de Salud y Asuntos Sociales, 2010). La figura 1 presenta pronósticos de crecimiento del gasto público a partir de modelos en cinco países si no se toman medidas políticas.",3,3,1,3
"Desigualdad y desempleo en una economía globalâ€, Documento de debate n.º. Impactos sobre la desigualdad y la pobreza de las políticas relacionadas con el comercio usando el modelo GTAPâ€, capítulo 4 en K. Anderson, J. Cockburn y W. Martin (eds.) (Estimating los impactos en la pobreza de una agenda prospectiva de desarrollo de Doha"", The World Economy, vol.",1,1,1,1
"Estos comportamientos están relacionados con varias enfermedades importantes, por ejemplo, enfermedades circulatorias y respiratorias, y diferentes formas de cáncer y, según los cálculos publicados por la OMS (OMS, 2009, Tabla 1, países de renta alta), son responsables de más de cinco millones de muertes anuales en los países de renta alta de todo el mundo. Más concretamente, los cálculos de la OMS sugieren que el 68% de las muertes y el 44% de los años de vida ajustados en función de la discapacidad están causados por un riesgo para la salud modificable (países de ingresos altos). En el último medio siglo se han producido grandes cambios en el comportamiento de la población en relación con la salud. Cabe esperar que algunos de estos cambios -por ejemplo, la disminución de la prevalencia del tabaquismo en varios países- hayan tenido efectos beneficiosos para la salud.",3,3,3,3
"En el caso de la evaluación para la cualificación y la certificación en educación secundaria superior, los certificados transmiten información, en particular, a las instituciones de educación superior y al mercado laboral. Como tal, la certificación cumple una importante función social (Remesal, 2011). La medida en que las partes interesadas valoran los certificados y las calificaciones individuales varía y, en algunos casos, la reputación de la escuela a la que se asiste tiene un valor significativo de señalización. Las escuelas pueden estar especialmente preocupadas por su capacidad de señalización si el sistema educativo nacional hace que las escuelas rindan cuentas sobre la base del desempeño de sus estudiantes.",4,4,4,4
"Ella sugiere que los países de Asia oriental (la República de Corea, Singapur y Malasia) y la provincia china de Taiwán podrían verse como ""quizás los mejores ejemplos de países que han sido capaces de alinear significativamente las políticas de desarrollo económico y social"" ( ibíd., en este sentido, ha habido un retorno a las primeras teorías del desarrollo que implícitamente asumían la existencia de estados desarrollistas fuertes capaces de llevar a cabo los programas coordinados de inversión sugeridos, sin embargo, los tiempos han cambiado y las tareas que se contemplan para los estados desarrollistas en la actualidad son mucho más complicados que los concebidos en la década de 1950. Sin embargo, el espacio político no puede ser de mucha utilidad a menos que haya un gobierno capaz de usarlo.Wade (1990) ha documentado el importante papel que los estados jugaron en ""gobernar el mercado"" en las economías recientemente industrializadas de Asia oriental de primer nivel a medida que lograron un crecimiento compensatorio y la reducción de la pobreza. Los gobiernos también han sido reivindicados por la experiencia de América Latina, donde el activismo gubernamental ha demostrado ser crucial no solo para reducir la dependencia externa y promover el crecimiento agregado, sino también para reducir la pobreza directamente a través de diversas políticas sociales innovadoras (ver, por ejemplo, Cornia, 2010). .",1,1,4,1
"Un valor de cero indica que no hay diferencia entre las escuelas socioeconómicamente aventajadas y las desfavorecidas en cuanto a la preocupación de los directores por el personal educativo de la escuela, y los valores positivos (mayor equidad) indican que los directores de las escuelas socioeconómicamente aventajadas están más preocupados que los directores de las escuelas desfavorecidas. Por ejemplo, las escuelas con grandes programas de educación especial y más asistentes de enseñanza tienden a tener más maestros, pero la alta proporción de estudiantes por maestro de las escuelas no tiene impacto en el tamaño de las clases regulares. Además, la cantidad de tiempo de preparación por día asignado a los maestros puede variar según las escuelas y los sistemas escolares.",4,4,4,4
"Para la mayoría de los niños, las transiciones son satisfactorias y gratificantes, pero para algunos niños pueden ser desafiantes y estresantes (Jindal-Snape, 2010). Por lo tanto, la naturaleza y la fluidez de estas transiciones pueden verse fuertemente influenciadas por decisiones sobre aspectos pedagógicos (y programáticos) durante la etapa de transición (Neuman, 2002, Sink, Edwards y Weir, 2007). En la literatura educativa, la pedagogía ha sido conceptualizada como la ""base científica para el arte de enseñar"" y definida como el conjunto de técnicas y estrategias de instrucción que permiten que el aprendizaje de los niños tenga lugar en entornos educativos (OCDE, 2012, Siraj-Blatchford, 2010). La pedagogía se refiere no solo a las prácticas reales y las acciones directas de un profesional, sino también a la forma en que un profesional implementa las prácticas, cómo interviene o participa en actividades y se comunica con los niños, la forma en que se organizan los grupos y las prácticas, y cómo el horario diario está planificado.",4,4,4,4
"Sin embargo, gracias al impresionante crecimiento de varios países emergentes de la región, la incidencia de la pobreza se ha reducido a más de la mitad, dejando a menos del 20 por ciento de la población en la pobreza extrema en 2011. La población mundial en general vive en la pobreza extrema ha disminuido en aproximadamente mil millones de personas entre 1990 y 2011. Asia y el Pacífico ha liderado el éxito mundial en la reducción de la pobreza en las últimas dos décadas. En otras palabras, la población que vive en la pobreza extrema en la región se redujo de alrededor de 1600 millones en 1990 a 700 millones en 2011, a pesar de un crecimiento demográfico general de aproximadamente 900 millones en el mismo período.",1,1,1,1
"Asegurar que los nuevos maestros reciban más apoyo para desarrollarse profesionalmente. Todos los nuevos docentes deben tener un mentor, ser monitoreados de cerca y recibir retroalimentación regular para desarrollar sus competencias docentes. El portafolio de maestros actual debe convertirse en una herramienta formativa que incluya evidencia del trabajo de los nuevos maestros con los estudiantes, para ser discutida con sus directores y mentores y para alentar la autorreflexión. Mejorar la formación docente inicial para que los nuevos docentes estén adecuadamente preparados para enseñar.",4,4,4,4
"También analizan qué aspectos de la calidad docente están directamente relacionados con la calidad de la instrucción y cómo ésta a su vez está relacionada con el aprendizaje de los estudiantes. Los análisis muestran relaciones positivas entre la competencia pedagógica de los docentes y los resultados de los estudiantes tanto en la escuela primaria como en la secundaria inferior, mientras que la educación formal de los docentes parece ser más importante en los grados superiores. El artículo también analiza cómo se pueden relacionar los hallazgos con el desarrollo profesional de los docentes. Otro hallazgo importante es cómo la autoeficacia y la motivación de los docentes son importantes para el aprendizaje de los estudiantes.",4,4,4,4
"Hasta la fecha, se reconoce ampliamente que el sistema de atención de la salud, centrado en cuatro fondos de salud, brinda una canasta de servicios universales, con atención primaria y secundaria de buena calidad, al tiempo que satisface la demanda de atención de la salud privada. Sin embargo, existen desafíos y tensiones en el sistema. Actualmente, las autoridades tienen que ampliar rápidamente el número de plazas en las facultades de medicina y la formación de enfermeras porque grandes grupos de profesionales de la salud se van a jubilar. En términos más generales, existe la preocupación de que la noción central de una canasta universal de 0/servicios esté siendo erosionada por los copagos y la creciente demanda de servicios y opciones adicionales que brindan los seguros privados.",3,3,3,3
"Los estudiantes siguen un plan de estudios general durante los primeros dos años de educación secundaria (grados 9-10), y luego se clasifican durante los dos últimos años de educación secundaria (grados 11-12) en una pista general (educación de nivel medio científico-humanístico). , EMHC), o un itinerario profesional (Educación de Grado Medio Técnico-Profesional, EMTP~). En la práctica, sin embargo, el seguimiento ocurre desde el grado 8, cuando los estudiantes ingresan a la escuela secundaria. Los estudiantes que son seguidos en el 8º grado tienen más probabilidades de permanecer en este camino durante toda la educación secundaria. El plan de estudios VET de secundaria superior consiste en 12 horas de educación general por semana, en comparación con las 27 horas en la vía general. El plan de estudios de FP de secundaria superior también incluye 26 horas de formación profesional (MINEDUC, 2016). Los estudiantes obtienen el certificado de estudios secundarios (licencia de ensehanza media) después de completar los cuatro grados de educación secundaria superior.",4,4,4,4
"Los conceptos y definiciones relacionados con la salud y otros pertinentes empleados en esta Nota se analizan a continuación. La desigualdad implica disparidades en el estatus, la oportunidad o el trato, mientras que la inequidad incorpora una evaluación de la equidad. Esta distinción es particularmente importante en salud, donde la igualdad entre individuos o grupos no significa necesariamente alcanzar el mismo estado de salud. Hay desigualdades naturales en salud que no pueden ser consideradas injustas.",3,3,3,3
"Desde que se descubrió la enfermedad del virus del Ébola en 1976, el brote de 2014 ha demostrado ser el más grave y complejo. Sin embargo, esas advertencias no causaron revuelo en la 67.ª Asamblea Mundial de la Salud de la Organización Mundial de la Salud (OMS) celebrada ese mismo año, y no se lanzó una respuesta internacional de inmediato. Fue solo después de agosto que el brote fue reconocido como una ""emergencia de salud pública de importancia internacional (PHEIC)"" de acuerdo con el Reglamento Sanitario Internacional (RSI).1 Sin embargo, cuando se declaró PHEIC, ya era imposible que la OMS sea la única que coordine los esfuerzos de los países para contener la epidemia. En septiembre de 2014, se creó la Misión de las Naciones Unidas para la Respuesta de Emergencia al Ébola (UNMEER) con el respaldo de la Asamblea General en su resolución 69/1 y el Consejo de Seguridad en su resolución 2177.",3,3,3,3
"Noruega y Dinamarca se han mantenido constantes en lectura y ciencias y han mejorado en matemáticas. Islandia no ha mostrado ninguna mejora con respecto a su desempeño de 2012 y se mantiene por debajo de los demás países nórdicos y del promedio de la OCDE en todos los temas. Con respecto al género, las alumnas tienen puntuaciones de lectura significativamente más altas que los alumnos varones en todos los países nórdicos (en consonancia con el promedio de la OCDE). En Finlandia, las alumnas también superaron a los alumnos varones en matemáticas y ciencias (ambos en contra de la media de la OCDE).",4,4,4,4
"En la mayoría de los países, el ingreso familiar también incluye el valor de alquiler imputado de las viviendas ocupadas por sus propietarios. En Chile, la pobreza disminuyó levemente entre 2006 y 2009, y la tasa de indigencia permaneció básicamente sin cambios.3 Las tasas de pobreza e indigencia en El Salvador no cambiaron entre 2004 y 2009. Para Chile, las cifras aquí presentadas difieren por primera vez de las estimaciones oficiales del país (MIDEPLAN.",1,1,1,1
"En el sector sanitario, las reformas han tenido como objetivo introducir más competencia. A pesar de los importantes cambios y de algunos efectos positivos, las reformas corren el riesgo de quedarse a medio camino entre un sistema centralizado de oferta y precios controlados por el Estado y un sistema descentralizado basado en la competencia regulada, lo que no proporciona incentivos suficientes para la prestación de servicios de calidad y el control del gasto. Los principales retos son completar la transición a la competencia regulada en la prestación de asistencia sanitaria, reforzar el papel de las aseguradoras sanitarias como agentes de compra y garantizar la contención de los costes en un sector sanitario cada vez más orientado a la demanda.",3,3,3,3
"Las subsecciones restantes abordarán las implicaciones de la concentración de la pobreza entre sectores particulares de la población para la cohesión social. Este se enfocará en tres áreas en las que la pobreza ha tendido a concentrarse en el pasado: i) los jóvenes, ii) la población migrante, y iii) la carencia del área/región. La sección evaluará cómo es probable que las tendencias en la estructura familiar y la pobreza impacten en la pobreza en estas tres áreas, evaluando sus implicaciones para la cohesión social y la intervención de políticas públicas.",1,1,1,1
"Los maestros suelen disfrutar ayudando a los niños a desarrollarse y haciendo una contribución a la sociedad, y no tienen motivos para rehuir los desafíos de enseñar a los estudiantes desfavorecidos. Pero también es más probable que los docentes quieran trabajar en escuelas desfavorecidas si sienten que cuentan con el apoyo de los directores, pueden colaborar con sus colegas y cuentan con los recursos adecuados para abordar los problemas que enfrentan. Los líderes escolares que apoyan y empoderan a los docentes no solo pueden atraer a más docentes mejor calificados para trabajar en escuelas desfavorecidas, sino que también tienen un impacto positivo en el clima escolar en general.",4,4,4,4
"En algunos otros países, aunque la tasa de pobreza es menor, la proporción de ultrapobres es mayor. Esto demuestra la importancia de examinar varias características para determinar el número de los más pobres. En Bangladesh, por ejemplo, es del 61,3% en relación con el 39,7% en Lao PDR y el 49,4% en Timor-Leste.",1,1,1,1
"La Superintendencia de Educación también está integrada dentro del Sistema Nacional de Aseguramiento de la Calidad (Sistema Nacional de Aseguramiento de la Calidad, SAC), que brinda el potencial para vincular el monitoreo del uso de recursos con la calidad de la educación. La SAC brinda un marco institucional muy útil para promover un uso más efectivo de los recursos. Es un sistema relativamente nuevo que complementa otros mecanismos para la rendición de cuentas institucional que Chile ha desarrollado a lo largo del tiempo, incluyendo un sistema de evaluación docente, evaluaciones por parte de la Secretaría de Hacienda (Dirección de Presupuestos, DIPRES), datos detallados e información distribuida al público, entre otros. otros. A medida que crece y se desarrolla más plenamente con el tiempo, los efectos del SAC se sentirán más plenamente.",4,4,4,4
"Las reformas varían de un país a otro, ya que están influenciadas por el contexto, las tradiciones, los marcos institucionales y los desafíos nacionales y regionales específicos. Todas estas políticas apuntan a mejorar la calidad de las escuelas y la instrucción y se han agrupado según las diferentes opciones de política y su alcance. La mayoría de los jóvenes de 15 años en los países de la OCDE encuentran que sus aulas son propicias para el aprendizaje, pero existen desafíos en las escuelas de algunos países, incluida la falta de motivación de los estudiantes, la falta de un plan de estudios relevante, las dificultades para atraer y retener personal calificado, falta de colaboración docente y falta de profesionalización del liderazgo escolar.",4,4,4,4
"Todas las solicitudes de uso público o comercial y derechos de traducción deben enviarse a rights@oecd.org. Las solicitudes de autorización para fotocopiar partes de este material para uso público o comercial deben dirigirse directamente al Centro de Autorización de Derechos de Autor (CCC) en info@copyright.com o al Centre frangais d'exploitation du droit de copie (CFC) en contact@ cfcopies.com. Las revisiones de la educación superior en el desarrollo regional y urbano son el vehículo de la OCDE para movilizar la educación superior para el desarrollo económico, social y cultural de las ciudades y regiones. Las revisiones analizan cómo el sistema de educación superior impacta el desarrollo local y regional y ayudan a mejorar este impacto.",4,4,4,4
"Sin embargo, la nueva política nacional de salud (2009) no solo traslada a las mujeres en caso de embarazo de riesgo, sino que también consolida los embarazos de bajo riesgo en conglomerados en los hospitales regionales. Entre 1953 y 1992, las mujeres de Groenlandia dieron a luz en sus comunidades locales y, hasta el año 2000, todavía era poco común que las mujeres abandonaran sus comunidades para dar a luz. Las mujeres a menudo se sienten aisladas cuando tienen que ir a las ciudades más grandes, donde las enfermeras y los médicos de los hospitales no hablan groenlandés.",3,3,3,3
"El siguiente nivel de responsabilidad corresponde a la escuela. Una vez más, el nivel de confianza que la comunidad extiende a sus escuelas parece engendrar un fuerte sentido de responsabilidad colectiva por el éxito de cada alumno. Aunque todas las escuelas públicas de Finlandia dependen de una autoridad municipal, las autoridades varían mucho en cuanto a la calidad y el grado de supervisión que ofrecen. Son responsables de contratar al director, normalmente con un contrato de seis o siete años, pero la responsabilidad cotidiana de gestionar las escuelas se deja en manos de los profesionales, al igual que la responsabilidad de garantizar el progreso de los alumnos. Pero no es así, porque las escuelas estadounidenses, al menos en las ciudades y en la mayoría de los suburbios, reciben mucha más dirección de la oficina central del distrito local de lo que suele ser el caso en otros países. En ese sentido, Estados Unidos puede haber cambiado una forma de burocracia centralizada por otra. ",4,4,4,4
"Los países de destino previstos para la cocaína incautada incluían Australia, Italia y España, mientras que Colombia se menciona como país de origen. Hay indicios de que la superficie de cultivo de adormidera ha ido en aumento y parece haber alcanzado un máximo de cinco años en Colombia, donde se habían detectado 387 ha de cultivo en 2014. La heroína fabricada en Sudamérica se destina principalmente a Estados Unidos, pero también se trafica para su consumo dentro de la región. Varios países de América del Sur han notificado incautaciones de estimulantes de tipo anfetamínico (ETA) en 2014, incluidas anfetamina, metanfetamina y sustancias del tipo ""éxtasis"", así como dietilamida del ácido lisérgico (LSD).",3,3,3,3
